buyOrderCount,url,sellOrderList,buyOrderList,totalQty,sellOrderCount
0,http://backpack.tf/stats/Haunted/Western Wear/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Genuine/Western Wear/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Unique/Western Wear/Tradable/Craftable,1.22 ref;1.11 ref;1.11 ref;1 ref,1.33 ref;1.33 ref;1.33 ref;1.33 ref;1.33 ref,"25,208",4
0,http://backpack.tf/stats/Collector's/Well-Rounded Rifleman/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Vintage/Well-Rounded Rifleman/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Strange/Well-Rounded Rifleman/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Genuine/Well-Rounded Rifleman/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Strange/Weight Room Warmer/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Genuine/Wet Works/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Genuine/Weight Room Warmer/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Haunted/Weight Room Warmer/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Unique/Well-Rounded Rifleman/Tradable/Craftable,3.77 ref;3.55 ref;3.33 ref;3.11 ref;3.11 ref,3.55 ref;3.55 ref;3.77 ref;3.88 ref;4 ref,"15,196",5
0,http://backpack.tf/stats/Collector's/Weight Room Warmer/Tradable/Craftable,,,only one,0
0,http://backpack.tf/stats/Vintage/Weight Room Warmer/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Strange/Weather Master/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Haunted/Weather Master/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Unique/Weight Room Warmer/Tradable/Craftable,4 ref;3.88 ref;3.66 ref;3.66 ref;3.66 ref,4 ref;4 ref;4.22 ref;4.33 ref;4.33 ref,"31,028",5
0,http://backpack.tf/stats/Collector's/Weather Master/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Vintage/Weather Master/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Unique/Weather Master/Tradable/Craftable,1.22 ref;1.11 ref;1 ref,1.33 ref;1.44 ref;1.44 ref;1.44 ref;1.44 ref,"6,250",3
0,http://backpack.tf/stats/Genuine/Weather Master/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Haunted/Waxy Wayfinder/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Vintage/Waxy Wayfinder/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Collector's/Waxy Wayfinder/Tradable/Craftable,,,only one,0
0,http://backpack.tf/stats/Strange/Waxy Wayfinder/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Genuine/Waxy Wayfinder/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Collector's/Waterlogged Lab Coat/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Strange/Waterlogged Lab Coat/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Haunted/Waterlogged Lab Coat/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Unique/Waxy Wayfinder/Tradable/Craftable,1.11 ref;1 ref;1 ref,1.22 ref;1.22 ref;1.33 ref;1.33 ref;1.33 ref,"10,627",3
0,http://backpack.tf/stats/Genuine/Waterlogged Lab Coat/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Vintage/Waterlogged Lab Coat/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Collector's/Wartime Warmth/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Unique/Waterlogged Lab Coat/Tradable/Craftable,17.77 ref;17.66 ref;17.66 ref;16.66 ref;16.11 ref,"1 key;1 key;1 key;1 key, 3 ref;1 key, 3 ref","1,486",5
0,http://backpack.tf/stats/Vintage/Wartime Warmth/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Collector's/Warsworn Helmet/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Haunted/Wartime Warmth/Tradable/Craftable,,,0,0
4,http://backpack.tf/stats/Strange/Wartime Warmth/Tradable/Craftable,10.66 ref;10.66 ref;10.33 ref;7 ref,11.66 ref;11.66 ref;16 ref;2 keys,"2,114",4
0,http://backpack.tf/stats/Haunted/Warsworn Helmet/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Unique/Wartime Warmth/Tradable/Craftable,1.22 ref;1.11 ref;1.11 ref;1.11 ref;1 ref,1.33 ref;1.33 ref;1.33 ref;1.33 ref;1.33 ref,"14,350",5
0,http://backpack.tf/stats/Strange/Warsworn Helmet/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Genuine/Wartime Warmth/Tradable/Craftable,,,0,0
4,http://backpack.tf/stats/Genuine/Warsworn Helmet/Tradable/Craftable,16.33 ref;16 ref;15.88 ref;15.33 ref;15.33 ref,"17 ref;1 key, 1 ref;1 key, 2 ref;1 key, 9.5 ref","5,358",5
3,http://backpack.tf/stats/Collector's/Warrior's Spirit/Tradable/Craftable,3 keys,"3 keys;3 keys, 9 ref;4 keys",146,1
0,http://backpack.tf/stats/Vintage/Warsworn Helmet/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Haunted/Warrior's Spirit/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Unique/Warsworn Helmet/Tradable/Craftable,1.33 ref,1.55 ref;1.66 ref;1.66 ref;1.66 ref;1.66 ref,"9,659",1
0,http://backpack.tf/stats/Collector's/Warmth Preserver/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Unique/Warrior's Spirit/Tradable/Craftable,,0.05 ref;0.05 ref;0.05 ref;0.05 ref;0.05 ref,"1,017,781",0
5,http://backpack.tf/stats/Strange/Warrior's Spirit/Tradable/Craftable,1.11 ref;1.11 ref;1.11 ref;1 ref;1 ref,1.11 ref;1.11 ref;1.11 ref;1.11 ref;1.11 ref,"30,099",5
5,http://backpack.tf/stats/Strange/Warmth Preserver/Tradable/Craftable,"1 key, 0.33 ref;1 key;1 key","1 key, 2 ref;1 key, 3.66 ref;1 key, 3.88 ref;1 key, 4.33 ref;1 key, 6 ref",454,3
4,http://backpack.tf/stats/Vintage/Warrior's Spirit/Tradable/Craftable,1.33 ref;1.33 ref;1 ref,1.88 ref;2 ref;2 ref;2.11 ref,"8,842",3
0,http://backpack.tf/stats/Genuine/Warmth Preserver/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Haunted/Warmth Preserver/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Genuine/Warrior's Spirit/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Unique/Warmth Preserver/Tradable/Craftable,1.11 ref;1.11 ref;1.11 ref;1 ref,1.22 ref;1.33 ref;1.33 ref;1.33 ref;1.44 ref,"10,194",4
0,http://backpack.tf/stats/Haunted/Ward/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Vintage/Ward/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Collector's/Ward/Tradable/Craftable,,,only one,0
0,http://backpack.tf/stats/Genuine/Ward/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Unique/Ward/Tradable/Craftable,1.44 ref;1.33 ref;1.33 ref;1.33 ref;1.22 ref,1.66 ref;1.66 ref;1.88 ref;1.88 ref;2 ref,"26,345",5
0,http://backpack.tf/stats/Strange/Ward/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Collector's/War on Smissmas Battle Socks/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Vintage/Warmth Preserver/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Haunted/War on Smissmas Battle Socks/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Strange/War on Smissmas Battle Socks/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Vintage/War on Smissmas Battle Socks/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Unique/War on Smissmas Battle Socks/Tradable/Craftable,4.77 ref;4.33 ref;4 ref;4 ref;4 ref,4.66 ref;4.66 ref;4.77 ref;4.88 ref;4.88 ref,"4,162",5
0,http://backpack.tf/stats/Genuine/War on Smissmas Battle Socks/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Strange/War on Smissmas Battle Hood/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Collector's/War on Smissmas Battle Hood/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Genuine/War on Smissmas Battle Hood/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Haunted/War on Smissmas Battle Hood/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Collector's/War Pig/Tradable/Craftable,,,2,0
0,http://backpack.tf/stats/Haunted/War Pig/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Strange/War Pig/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Vintage/War on Smissmas Battle Hood/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Genuine/War Pig/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Collector's/War Head/Tradable/Craftable,,,0,0
1,http://backpack.tf/stats/Unique/War on Smissmas Battle Hood/Tradable/Craftable,6.44 ref;6.44 ref;6.33 ref;6.33 ref;6.33 ref,7 ref,"15,044",5
0,http://backpack.tf/stats/Strange/War Head/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Vintage/War Pig/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Haunted/War Head/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Genuine/War Head/Tradable/Craftable,3 ref;3 ref;3 ref;3 ref;3 ref,,"11,922",5
5,http://backpack.tf/stats/Unique/War Head/Tradable/Craftable,1 ref,1.33 ref;1.33 ref;1.33 ref;1.33 ref;1.33 ref,"4,062",1
0,http://backpack.tf/stats/Haunted/War Goggles/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Vintage/War Head/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Collector's/War Goggles/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Genuine/War Goggles/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Unique/War Goggles/Tradable/Craftable,1.44 ref;1.33 ref;1.33 ref;1.33 ref;1.33 ref,1.22 ref;1.33 ref;1.66 ref;2 ref;2 ref,"7,898",5
1,http://backpack.tf/stats/Strange/War Goggles/Tradable/Craftable,"2 keys;2 keys;1 key, 9 ref;1 key, 9 ref;1 key",4 keys,491,5
0,http://backpack.tf/stats/Collector's/Wanga Prick/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Haunted/Wanga Prick/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Strange/Wanga Prick/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Vintage/Wanga Prick/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Genuine/Wanga Prick/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Collector's/Wally Pocket/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Unique/War Pig/Tradable/Craftable,4.33 ref;4.22 ref;4.22 ref;4.22 ref;4.22 ref,4 ref;4.33 ref;4.33 ref;4.33 ref;4.44 ref,"46,089",5
0,http://backpack.tf/stats/Vintage/War Goggles/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Genuine/Wally Pocket/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Vintage/Wally Pocket/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Haunted/Wally Pocket/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Unique/Wally Pocket/Tradable/Craftable,5 ref;5 ref;5 ref;5 ref;4.66 ref,4.66 ref;4.88 ref;5.66 ref;6 ref;8 ref,"4,520",5
0,http://backpack.tf/stats/Strange/Vox Diabolus/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Unique/Wanga Prick/Tradable/Craftable,0.33 ref;0.22 ref;0.11 ref;0.11 ref;0.11 ref,0.22 ref;0.22 ref;0.33 ref;0.33 ref;0.33 ref,"62,879",5
0,http://backpack.tf/stats/Vintage/Vox Diabolus/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Haunted/Vox Diabolus/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Genuine/Vox Diabolus/Tradable/Craftable,2.55 ref;2.44 ref;2.44 ref;2.44 ref;2.44 ref,2.44 ref;2.55 ref;2.55 ref;2.55 ref;2.66 ref,"30,622",5
0,http://backpack.tf/stats/Collector's/Voodoo-Cursed Sticky-Bomb/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Unique/Vox Diabolus/Tradable/Craftable,1.11 ref;1 ref;1 ref,1.33 ref;1.33 ref;1.66 ref;2 ref;2 ref,"3,285",3
1,http://backpack.tf/stats/Strange/Wally Pocket/Tradable/Craftable,9 ref;9 ref;8.33 ref,1 key,"1,000",3
0,http://backpack.tf/stats/Strange/Voodoo-Cursed Sticky-Bomb/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Collector's/Vox Diabolus/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Haunted/Voodoo-Cursed Sticky-Bomb/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Unique/Voodoo-Cursed Sticky-Bomb/Tradable/Craftable,,,"6,406",0
0,http://backpack.tf/stats/Collector's/Voodoo-Cursed Spy Soul/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Genuine/Voodoo-Cursed Sticky-Bomb/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Strange/Voodoo-Cursed Spy Soul/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Vintage/Voodoo-Cursed Sticky-Bomb/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Collector's/Voodoo-Cursed Soldier Soul/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Unique/Voodoo-Cursed Spy Soul/Tradable/Craftable,0.22 ref;0.11 ref,0.88 ref;0.88 ref;1 ref;1 ref;1 ref,"82,712",2
0,http://backpack.tf/stats/Genuine/Voodoo-Cursed Spy Soul/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Vintage/Voodoo-Cursed Soldier Soul/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Strange/Voodoo-Cursed Soldier Soul/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Haunted/Voodoo-Cursed Soldier Soul/Tradable/Craftable,3.11 ref;3 ref;2.66 ref;2 ref;1.66 ref,3.55 ref;3.88 ref;4.66 ref;5 ref;1 key,"22,455",5
0,http://backpack.tf/stats/Genuine/Voodoo-Cursed Soldier Soul/Tradable/Craftable,,,0,0
3,http://backpack.tf/stats/Haunted/Voodoo-Cursed Spy Soul/Tradable/Craftable,4 ref;4 ref;3.88 ref;3.66 ref;2.77 ref,5 ref;12 ref;1 key,"21,692",5
0,http://backpack.tf/stats/Strange/Voodoo-Cursed Sniper Soul/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Vintage/Voodoo-Cursed Spy Soul/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Unique/Voodoo-Cursed Soldier Soul/Tradable/Craftable,0.66 ref;0.22 ref;0.11 ref,0.66 ref;1 ref;1 ref;1 ref;1 ref,"84,062",3
0,http://backpack.tf/stats/Collector's/Voodoo-Cursed Sniper Soul/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Genuine/Voodoo-Cursed Sniper Soul/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Haunted/Voodoo-Cursed Sniper Soul/Tradable/Craftable,2.33 ref;2.33 ref;2.11 ref;1.77 ref;1.66 ref,3.66 ref;4 ref;4 ref;4 ref;4 ref,"21,700",5
0,http://backpack.tf/stats/Strange/Voodoo-Cursed Skeleton/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Unique/Voodoo-Cursed Sniper Soul/Tradable/Craftable,0.55 ref;0.22 ref;0.11 ref,0.44 ref;0.66 ref;1 ref;1 ref;1 ref,"81,871",3
0,http://backpack.tf/stats/Vintage/Voodoo-Cursed Sniper Soul/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Genuine/Voodoo-Cursed Skeleton/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Unique/Voodoo-Cursed Skeleton/Tradable/Craftable,,,"6,292",0
0,http://backpack.tf/stats/Haunted/Voodoo-Cursed Skeleton/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Collector's/Voodoo-Cursed Skeleton/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Vintage/Voodoo-Cursed Skeleton/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Collector's/Voodoo-Cursed Scout Soul/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Strange/Voodoo-Cursed Scout Soul/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Genuine/Voodoo-Cursed Scout Soul/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Haunted/Voodoo-Cursed Scout Soul/Tradable/Craftable,4.33 ref;4.22 ref;4.22 ref;3 ref;2.33 ref,6 ref;6.33 ref;7.66 ref;8 ref;9 ref,"21,318",5
0,http://backpack.tf/stats/Vintage/Voodoo-Cursed Scout Soul/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Strange/Voodoo-Cursed Robot Arm/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Unique/Voodoo-Cursed Scout Soul/Tradable/Craftable,0.22 ref;0.22 ref,1 ref;2 ref;2 ref;2.33 ref;4 ref,"83,472",2
0,http://backpack.tf/stats/Haunted/Voodoo-Cursed Robot Arm/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Collector's/Voodoo-Cursed Robot Arm/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Genuine/Voodoo-Cursed Robot Arm/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Vintage/Voodoo-Cursed Robot Arm/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Unique/Voodoo-Cursed Robot Arm/Tradable/Craftable,,,"5,131",0
0,http://backpack.tf/stats/Collector's/Voodoo-Cursed Pyro Soul/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Strange/Voodoo-Cursed Pyro Soul/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Vintage/Voodoo-Cursed Pyro Soul/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Haunted/Voodoo-Cursed Pyro Soul/Tradable/Craftable,3.44 ref;3.22 ref;3.22 ref;3 ref;2.66 ref,5 ref;6.88 ref;7 ref;7 ref;1 key,"21,405",5
0,http://backpack.tf/stats/Haunted/Voodoo-Cursed Old Boot/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Collector's/Voodoo-Cursed Old Boot/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Unique/Voodoo-Cursed Pyro Soul/Tradable/Craftable,0.66 ref;0.22 ref,0.55 ref;0.55 ref;1 ref;1 ref;1 ref,"82,284",2
0,http://backpack.tf/stats/Vintage/Voodoo-Cursed Old Boot/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Genuine/Voodoo-Cursed Pyro Soul/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Strange/Voodoo-Cursed Old Boot/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Unique/Voodoo-Cursed Old Boot/Tradable/Craftable,,,"6,039",0
0,http://backpack.tf/stats/Genuine/Voodoo-Cursed Old Boot/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Collector's/Voodoo-Cursed Novelty Bass/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Strange/Voodoo-Cursed Novelty Bass/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Haunted/Voodoo-Cursed Novelty Bass/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Vintage/Voodoo-Cursed Novelty Bass/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Unique/Voodoo-Cursed Novelty Bass/Tradable/Craftable,,,"6,149",0
0,http://backpack.tf/stats/Haunted/Voodoo-Cursed Nail/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Collector's/Voodoo-Cursed Nail/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Genuine/Voodoo-Cursed Novelty Bass/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Genuine/Voodoo-Cursed Nail/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Strange/Voodoo-Cursed Nail/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Unique/Voodoo-Cursed Nail/Tradable/Craftable,,,"6,090",0
0,http://backpack.tf/stats/Vintage/Voodoo-Cursed Nail/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Collector's/Voodoo-Cursed Medic Soul/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Strange/Voodoo-Cursed Medic Soul/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Haunted/Voodoo-Cursed Medic Soul/Tradable/Craftable,2.22 ref;2.22 ref;2 ref;1.66 ref;1.33 ref,3.11 ref;3.33 ref;3.33 ref;3.88 ref;4 ref,"22,115",5
0,http://backpack.tf/stats/Genuine/Voodoo-Cursed Medic Soul/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Vintage/Voodoo-Cursed Medic Soul/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Collector's/Voodoo-Cursed Heavy Soul/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Vintage/Voodoo-Cursed Heavy Soul/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Genuine/Voodoo-Cursed Heavy Soul/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Unique/Voodoo-Cursed Medic Soul/Tradable/Craftable,0.22 ref,0.44 ref;0.55 ref;0.55 ref;1 ref;1 ref,"82,399",1
5,http://backpack.tf/stats/Haunted/Voodoo-Cursed Heavy Soul/Tradable/Craftable,2.22 ref;2.22 ref;1.88 ref;1.66 ref;1.44 ref,2.33 ref;3.88 ref;4 ref;5 ref;11 ref,"21,752",5
5,http://backpack.tf/stats/Haunted/Voodoo-Cursed Engineer Soul/Tradable/Craftable,2.33 ref;2.33 ref;2.22 ref;2.22 ref;2 ref,2.55 ref;3.44 ref;4 ref;4.5 ref;4.55 ref,"21,637",5
0,http://backpack.tf/stats/Collector's/Voodoo-Cursed Engineer Soul/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Strange/Voodoo-Cursed Engineer Soul/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Strange/Voodoo-Cursed Heavy Soul/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Unique/Voodoo-Cursed Heavy Soul/Tradable/Craftable,0.22 ref;0.11 ref,0.33 ref;0.44 ref;0.88 ref;1 ref;1 ref,"82,286",2
0,http://backpack.tf/stats/Vintage/Voodoo-Cursed Engineer Soul/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Genuine/Voodoo-Cursed Engineer Soul/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Collector's/Voodoo-Cursed Demoman Soul/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Genuine/Voodoo-Cursed Demoman Soul/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Unique/Voodoo-Cursed Engineer Soul/Tradable/Craftable,0.22 ref,0.44 ref;0.44 ref;0.44 ref;0.44 ref;0.66 ref,"81,363",1
0,http://backpack.tf/stats/Strange/Voodoo-Cursed Demoman Soul/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Vintage/Voodoo-Cursed Demoman Soul/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Haunted/Voodoo-Cursed Bag Of Quicklime/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Unique/Voodoo-Cursed Demoman Soul/Tradable/Craftable,0.22 ref,0.44 ref;0.44 ref;0.55 ref;0.55 ref;0.55 ref,"83,224",1
5,http://backpack.tf/stats/Haunted/Voodoo-Cursed Demoman Soul/Tradable/Craftable,2.22 ref;2.22 ref;2.22 ref;2 ref;1.66 ref,3 ref;3 ref;4 ref;4 ref;5 ref,"22,514",5
0,http://backpack.tf/stats/Vintage/Voodoo-Cursed Bag Of Quicklime/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Strange/Voodoo-Cursed Bag Of Quicklime/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Genuine/Voodoo-Cursed Bag Of Quicklime/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Unique/Voodoo-Cursed Bag Of Quicklime/Tradable/Craftable,0.5 ref,,"2,693",1
0,http://backpack.tf/stats/Collector's/Voodoo Juju/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Collector's/Voodoo-Cursed Bag Of Quicklime/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Haunted/Voodoo Juju/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Vintage/Voodoo Juju/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Genuine/Voodoo Juju/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Unique/Voodoo Juju/Tradable/Craftable,"3 keys, 14.66 ref;3 keys, 14.66 ref;3 keys, 14.33 ref;3 keys, 14.11 ref;3 keys, 13 ref","3 keys, 17 ref;4 keys;4 keys;4 keys;4 keys","2,003",5
0,http://backpack.tf/stats/Vintage/Voodoo JuJu (Slight Return)/Tradable/Craftable,,,0,0
2,http://backpack.tf/stats/Haunted/Voodoo JuJu (Slight Return)/Tradable/Craftable,2 ref;1.33 ref,3.33 ref;5 ref,"8,408",2
0,http://backpack.tf/stats/Collector's/Voodoo JuJu (Slight Return)/Tradable/Craftable,,,only one,0
3,http://backpack.tf/stats/Strange/Voodoo Juju/Tradable/Craftable,40 keys,65 keys;75 keys;75 keys,60,1
0,http://backpack.tf/stats/Collector's/Void Monk Hair/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Strange/Voodoo JuJu (Slight Return)/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Genuine/Voodoo JuJu (Slight Return)/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Unique/Voodoo JuJu (Slight Return)/Tradable/Craftable,1.11 ref;1 ref,1.22 ref;1.33 ref;1.33 ref;1.33 ref;1.33 ref,"6,479",2
0,http://backpack.tf/stats/Strange/Void Monk Hair/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Haunted/Void Monk Hair/Tradable/Craftable,,,0,0
